,text,label
1799,ใครดู  แล้วมาเม้ามอยกันค่ะ ทั้งหมด 8 ตอน ตอนละประมาณ 50 นาที          ,neu
2848,ไปดูอ้ายแซ้ปที่​NETFLIX​กัน​    ,neu
1542,ทุกคนมาดูเสือเร๊ว  ,pos
236,เป็นซีรีย์รักๆ ที่ไม่น่าเบื่อเลยอ่ะ ฮือออ ทำไมมันธรรมชาติได้ขนาดนี้ ,pos
654,ไปดู !! ,pos
1696,โอ้ย5555555555 ทีมนี้ตลกจริง น่ารักจริง กงยูดูนารับมุกกันเก่งมาก ,pos
667,เมื่อนั่งดู  กับพ่อที่เป็นสลิ่มสิ่งที่คาด:ตรัสรู้ถึงปหสักทีสิ่งที่ได้ : เนี่ย เมกาที่พวกมึงเชิดชูก็มปหแบบเดียวกัน ฝรั่งก็ไม่ได้ต่างจากไทยนั่นแหละค่ะ อย่างที่เห็น,neu
524,มีช่วงเอื่อยๆเยอะมาก,neg
116,ดูมาได้สามตอน ดำเนินเรื่องช้าไปจนแอบง่วงๆ,neg
579,ความนิ่งเฉยคือต้นเหตุ ,neu
1651, ตอนแรก มาแล้ว มาแล้วเช่นกัน นายจะไม่ยอมให้เราไปไหนช่ายปะ,neg
2601,เป็นลม 😵😍  ,neu
2773,บ่กินลีโอ,neg
2730,สัส ไม่,neg
2279, ชอบตอนจบมาก แบบมาก5555555555,pos
3143,แอบรู้สึกขอบคุณย่าของซูยอนอยู่นะที่พูดปย.นี้กับชเวอุงอ่ะ เหมือนอุงได้คำตอบแล้วว่าตอนที่เลิกกันกับซูยอนก็ไม่ได้มีแค่ตัวเองที่รู้สึกเสียใจอยู่ฝ่ายเดียว คือ อย่างน้อยก็ไม่ได้มองว่าซูยอนเป็นคนไร้ความรู้สึกเหมือนที่ตัวเองเคยคิดไว้อ่ะ   ,neu
831,"มือ1ซื้อมา1,100บาทขอส่งต่อ1,000ถ้วนส่งฟรีงับ       2 ันดียังไง     ",neu
3141,รู้ว่าเป็นไปไม่ได้ แต่เราจะตายไปกับเรือนี้ให้มันรู้แล้วรู้รอด อีพีนี้พี่ทีมพระรอง    ,neu
2854, เป็นหนังฟีลกู๊ดที่ดูแล้วเขินมากกก นี่ไม่ใช่คนเหนือแต่รู้สึกว่าหนังถ่ายทอดความเป็นคนเมืองออกมาได้น่ารักมากจริงๆ ซีนล้มอะฮาแตกสุดๆ ยิ่งตอนใกล้จบทำนี่เสียน้ำตาเลย มันบีบคั้นเบาๆ หนังดูได้เพลินๆ ตลกกรุบกริบดี ดูแล้วต้องอยากมีแฟนอะ 55555 😍 ,pos
2792,เสียใจข่ะ,neg
780,เมื่อฉันดูซีรี่เกาหลี... = ทุกคนเป็นฆาตกรได้ = ทุกคนถูกฆาตกรรมได้ = ทุกคนเป็นแพะในคดีฆาตกรรมได้ฉัน = 😭😨😱🤢🤬,neu
1355,สนุกกกก น่ากลัวกว่าหนังผีอีก 😭 ,pos
3159,สุดท้ายแล้วฉันก็เป็นได้แค่ “ไอ้คนชอบแฟนเพื่อน”  ,neu
3241,ไม่เคยมีอยู่แล้วต้องอยู่คนเดียวยังไม่ว่างเปล่าเท่า “เคยมี”   ,neu
241,กราบขอบคุณคุณหมอมา ณ ที่นี้   ,neu
2439,ก็ว่าคุ้นๆเหมือนเคยดู ที่แท้รีเมคจากซีรีย์ Criminal ของEng.นี้เอง เมื่อคุณคือคนสุดท้ายที่อยู่กับเหยื่อ พยานแวดล้อมทุกอย่างบ่งชี้ว่าคุณเป็นฆาตรกร และคนที่จะช่วยคุณคือทนายความไร้ความน่าเชื่อถือ เรื่องมันเลยสนุกตรงนี้ ดีที่ซูฮยอนรับเล่นอยากเห็นลุคนักโทษสักครั้ง  ,neu
217,ดูหลายรอบแล้วก็ยังชอบอยู่ 💚  ,pos
1986, คือหนังที่เคยมีความคิดว่าอยากให้สร้างมาตลอด แล้วก็มีจริงๆว่ะ 555555555555555555555555555ฉากสุดท้ายคือฉากที่อยากเห็นมากๆแต่ขณะเดียวกันก็บีบหัวใจสุดๆเหมือนกันมันฟินแปลกๆ แต่รวมๆคือดี สุดจัดดดดดดดด,pos
2329,ผู้ชนะรางวัลออสการ์ นักแสดงนำชาย นักแสดงนำหญิง 3 คนในฉากเดียว  ,neu
1038,แซมคิมร้องเพลง ‘여름 비’ 🌦 ประกอบซีรี่ย์  ถูกปล่อยออกมาในอีพี 5 ค่ะ รอแจ้งวันปล่อยเพลงเต็มอีกครั้งนะคะ ☺️  ,neu
50,อยากดู หลังสอบนะตัวเราฮึบๆ ,pos
2823, Work Shop ครั้งแรก กับพี่ น้ำตาลและป๊อบ  จะมันส์ขนาดไหน ต้องไปติดตามกัน ในโรงภาพยนตร์ 4พฤศจิกายนนี้ 😘 ,neu
1453,  เกาหลีมึงคิดพล็อตแบบนี้ได้ไงงงง,pos
77,ยังห่างชั้นจากซีรีส์แนวเดียวกันอย่างไกลโข น่าเสียดาย ๆ,neg
1678,คือกูระแวงไม่ใช่ซอมบี้ใช่ป่ะ 5555​5555​5555​5555​5555​5555​5555​5555​5555​5555​5555​ ,pos
263,คนหล่อใส่เสื้อตัวนี้   ,neu
1736,211228 เวลาพักเบรคของทีม    actorchoi83 ig ,neu
1902,ส่งท้ายปลายปี  ขอพาไปดูซีรีส์อลังการดาวหนึ่งดวง ที่นับเป็นก้าวสำคัญของวงการซีรีส์ของเกาหลีเลยก็ว่าได้ เพราะงั้นก็ต้องมาพาไปสำรวจกันซะหน่อยกับซีรีส์คุณภาพอีกเรื่องบน  กับ    ,pos
1062,รีล่าทำให้เข้าใจอุงเลยอะว่าทำไมไม่อยากรีเทิร์น🤧 ,neu
517,พี่เกาไม่เคยทำให้ผิดหวัง แต่แอบทิ้งปมไว้เยอะเหลือเกิน น่าจะ SS2 แน่นอน ใครคิดถึง กงยู เรื่องนี้พอช่วยแก้ขัดได้บ้างถึงแม้ตอนสุดท้ายจะ....ก็ตาม  ,pos
2190,อิสัด5555555555555 กัดแรงมาก เขามารอแจ้งข่าวอุกกาบาตชนโลก อีแก๊งประธานาธิบดีมาเซอไพร์วันเกิด อีดอก555555555555555555555555   ,pos
785,เป็นตอนจบ EP5 ที่ impact+irony แฝงความย้อนแย้งทนายชินถือร่มเข้ามาหาฮยอนซู แสดงให้เห็นว่าเขาไม่ได้ต่อสู้คนเดียวกับเส้นทางการพิจารณาคดีนี้ส่วนอีกฝั่ง ตรงข้ามคือ ตำรวจ-อัยการ ที่ควรผดุงความยุติธรรม แต่กลับยัดเยียดความผิด  ,pos
669,ดูจบแล้วรู้สึกว่า Everything is bullshit. ทุกสิ่งทุกอย่างที่เราทำอยู่ และมนุษย์ก็จะเป็นอย่างนี้ไปจนวินาทีสุดท้ายก่อนโลกจะแตกนั่นแหละ ,neu
3177,จากเด็กฝึกสู่นักแสดงฝีมือดี ‘ชเวอูชิก’ คนคลั่งรักจากซีรีส์  🌱.ในเรื่องนี้อูชิกมาโชว์เสน่ห์แบบจัดเต็ม ทำเอาแฟนคลับเป็นยอนซูกันถ้วนหน้า วันนี้ Mango Zero เลยจะพาทุกคนมาเรียก‘ชเวอูชิก’ ว่า อุงอา~ ไปพร้อมกัน 🥰 . .อ่านต่อ  ,pos
336,งื้ออออออออ หมออูจูน่าร๊ากกกกกกก อาทิตย์ห้ามพลาดตอนพิเศษเด็ดขาด!!!!!   ,pos
179,สารคดีแห่งปีที่อยากให้ทุกคนได้ดู,pos
2417, คือดีมากกกกกพระเอกไปมีเซ็กซ์กับผู้หญิงที่เจอครั้งแรกตื่นมาผู้หญิงโดนฆ่าตายพระเอกตกเป็นผู้ต้องหาเพราะหลักฐานทุกอย่างมัดตัวเรื่องนี้จะเล่าถึงการอยู่ในคุกของพระเอก การต่อสู้คดี สุดท้ายระบบตุลาการที่ไม่เป็นธรรม🙂  ,neu
1712,สนุกมาก ซีซั่น 2 ต้องมาแล้ว ,pos
790,น้อง  มารับเชิญในตอนสุดท้ายของ  ค่ะ😱😱 ว้าวมากก ภาค2ไหมคะ🙊มาน้อยแต่จึ้งมากก   ,pos
402,ไม่ได้อ่านสปอยอะไรมาก่อนได้อรรถรสมากเลย ตอนแรกก็นึกว่าไปสำรวจนอกโลกแล้วเจอรังสัตว์ประหลาดบลาๆยิงปังๆๆโดนสัตว์ประหลาดจับกินฆ่ากันไปฆ่ากันมาเสร็จภารกิจช่วยชีวิตคนแล้วพากลับโลก สรุปผิดหมด สงสัยตั้งแต่ไตเติ้ลเป็นภาพน้ำมีแต่น้ำๆๆๆ เค้าคิดบทได้ปั่นหัวชั้นมากเลย ชอบๆๆ👏👏  ,pos
2556,คิมซูฮยอน เป็นคิมฮยอนซู ที่น่าสงสารยิ่ง เล่นเก่งมากกก ส่วนอีอัยการน่าตบมาก  ,pos
2284,ตอนแรกคิดว่าจะเป็นแนวดาราศาสตร์จ๋าๆมีเอฟเฟ็คพูดกันเรื่องดาวตั่งๆแต่เอาจริงๆหนังมันจิกกัดรัฐบาลแรงมาก แฝงการเมืองไว้เยอะมากอย่าเรียกว่าแฝงเรียกว่าตีแผ่เลยดีกว่า แล้วหนังอธิบายคำว่าผู้นำเหี้ยเราจะตายกันหมดไว้ชัดมากแบบเห็นภาพ (แอริของชั้นน่ารักมาก),pos
387,ดูจบอิชั้นอยาก F กระบอกน้ำแบบนี้มาก ,neu
1322, | รอยสักนี้ได้แต่ใดมา จากซีรีส์  Netflix … วันนี้ (22 ธค มีงานแถลงข่าวจ้ะ) ,neu
277,🍿𝗡𝗘𝗧𝗙𝗟𝗜𝗫 𝗨𝗹𝘁𝗿𝗮 𝗛𝗗 𝟰𝗞7 วัน = จอละ 40 b. ส่วนตัว30 วัน = จอละ 120 b. ส่วนตัว30 วัน = จอละ 55 b. หารรวม♥︎ รับวอเลต/ธนาคาร♡︎ ความคมชัดระดับ Ultra 4K♥︎ มีโปรไฟล์เป็นของตัวเองnetfilx netflixราคาถูก ูก  ,neu
1865,ดูจบละ สนุกนะ เนื้อเรื่องแปลกใหม่ ตื่นเต้นตลอดทั้งเรื่อง นึกว่าซอมบี้จะโผล่มาตลอด แต่ไม่มีนะ ก็ไม่ใช่เรื่องซอมบี้หนิ 😂   ,pos
1516,ดูจบแล้ว คือสนุกจริงๆนะ แบบมีเรื่องให้ลุ้นตลอด พล็อตดีมาก เคยดูหนังอวกาศๆหลายเรื่องละจะพอเดาทางได้ แต่อันนี้ก็เดาผิดเดาถูก5555555 สนุกจีง ,pos
1770,รับคริสต์มาส ด้วยซีรีส์ระทึกขวัญ/ ไซ-ไฟ การผจญภัยในอวกาศ เหตุการณ์ในอนาคต โลกกำลังกลายเป็นทะเลทราย ทำให้ต้องส่งทีมพิเศษเก็บตัวอย่างจากศูนย์วิจัยร้างบนดวงจันทร์ จับ กงยู ปะทะ แบดูนา ใน THE SILENT SEA  อ่านรายละเอียดที่นี่     ,neu
545,กัปตัน คือแม่งพร้อมเสี่ยงตลอด ดูแล้วก็นึกถึงกัปตันเคิร์กในสตาร์เทรคตลอด เป็นคาแรคเตอร์ที่เกลียดไม่ลง คือแบบบางอันเราก็ไม่เจ้าใจการตัดสินใจ แต่แม่งเค้าก็คือตักสินใจเด็ดขาดอ่ะ แต่ถ้าพลาดทั้งทีมก็ตุย ,neu
1788,กงยูจะเสียสละตายทุกเรื่องไม่ได้ปะ!!!!  ,neu
731,มึงคืออปป้าเล่นแสดงอารมณ์ทางสีหน้าเก่งมากอ่ะ กูอยากกวาดรางวัลให้อปป้า กูไม่รู้จะอวยยังไงแล้ววววว ไม่แปลกใจเลยที่ค่าตัวอยู่อันดับต้นๆ น้ำตาจะไหลเล่นดี ชห.   ,pos
2473,คือพี่เท่เค้าช่วยเตรียมความพร้อมให้ฮยอนซูทุกอย่างเลยนะก่อนไปขึ้นศาลทั้งหนังสือ ทั้งแว่นตา อยากรู้จริงๆว่าทำไมถึงดีกับฮยอนซูขนาดนี้ จะว่าสงสารเหรอหรือว่าปิ๊งน้องจริงๆ คือถ้าเฉลยว่าน้องฆ่าจริง พี่จะเงิบแค่ไหนเนี่ย    ,neu
859,หนุกๆ​ ผู้หญิงเหนือก็มีหลากหลายเด้อ บ่าใช่ต๊ะต่อนยอนอย่าเดียว​หรือในคนๆเดียวก็มีหลายโหมดเช่นกัน​ขึ้นอยู่กับสถานการณ์​ ​ ถ้าขับรถเครื่องไม่เป็นอย่างอิฉันนี่ชีวิตลำบาก​(ไม่เดิน​แค่ระยะใกล้ๆ)​ก็ต้องติดรถคนอื่น ,pos
98,คือบทมันไม่มีเหตุผลอะ ,neg
644,อาริสวยม้สกกกก ในเรื่องก็ด่าเก่ง555555  ,pos
2242,ดูจบแล้วอุทานว่า แล้วไงต่อ? ,neu
2673,จริง,neg
2919,ดูส้มป่อยละคิดถึงบ้านที่แพร่เลย อยากกินลาบควาย😂😂😂 ((ละคือคำเมืองที่ส้มป่อยอู้คือสำเนียงบ้านเฮาเลยหนา บ่ไจ้กำเมืองแบบเจียงใหม่แบบเรื่องอื่น)) ,pos
1463,เชียร์   กับ  ขึ้นอันดับnetflixวันนี้ขึ้นมา1กับ3แล้วดีใจ เห็นตอนแรกกระแสเงียบไปหน่อยจริงๆชอบทั้ง2เรื่องเลย,pos
2022,กุว่าหลังดูเรื่องนี้จบ กุพ้อมโลกแตก มาเหอะ ไม่มีไรจะแย่ไปกว่านี้ละ ,neu
1824,เพิ่งได้มีโอกาสดู The silent sea ของ netflix มาหนังเกาหลีคือไปสุดมาก  เพิ่งได้เห็นหนังอวกาศเกาหลี 🤣อยากให้ทุกคนไปดูค่ะ  จะไม่พิมพ์ไปมากกว่านี้เดี๋ยวสปอย 😂  ,pos
1494,รีวิวซีรีส์  ทะเลสงัด | ภารกิจบนสถานีวิจัยจันทรา  -- ,neg
2855,ไปหาป๋อหมอหม่อน จะถามว่าจะมีแฟนบ่  ,neu
2192,🎬  หนังโลกแตกสุดปังส่งท้ายปีที่พร้อมจิกกัดทุกอย่างบนโลกใบนี้ หนังที่ใคร ๆ ต่างบอกเป็นเสียงเดียวกันว่า ต้องดู!!!อ่านรีวิวแบบเต็ม ๆ ได้ที่นี่ :  ้อนดูเรื่องฮิต     ,pos
2536,หาร  Viu Premium 🌥·˚🥞📔🥛 𖥾.—   7 วัน  10 บาท—   1 เดือน  30 บาท —  3 เดือน 60 บาท🎪 ; สนใจ dm / line viupremium viuพรีเมี่ยม   ูก Viu     netfilx wetv  ,neu
1505, ถือว่าเป็นซีรีส์เกาหลีฟอร์มยักษ์ที่มาส่งท้ายปีได้อย่างดุเดือด บอกเลยว่าพี่เกาเค้าทำแนวไซไฟได้ปังมาก ตื่นเต้นภาพสวยอลังการ 10/10 เนื้อเรื่องเดายากสุดๆ ลุ้นตัวเกร็งไปหมด คหสต. คิดว่าต้องมีภาคต่อแน่นอน netflix  ,pos
662,ดู  เสร็จได้แต่ร้องเชี่ยในใจ สะท้อนบ้านกุสัส ตายแม่งนั่นแหละห่า!รอดไปก็ใช่ว่าจะตายดี,neu
1732,นี่ชอบน้องนักแสดงเด็กอะอยากตามต่อเลย ,pos
2405,รีวิว  จบแบบเออ ทุกอย่างคลี่คลายแหละ แต่แบบมันรู็สึกมีไรค้างคาอ่ะ ไม่รู้ว่ะ,neg
2182,รีวิว  ผู้นำโง่ เราจะตายกันหมด ,neu
1995,บทว่ากวนแล้ว การตัดและจังหวะ คือโคตรกวนตีน ดี การเอาตัวละครหลักที่มีความเป็นมนุษย์มากๆ(ไม่มนุษย์ขนาดoscar) ไปไว้ในสังคมบ้าๆ(ที่เสือกมีจริงในโลกเรา) เป็นการเสียดสีภาพรวมของระบบปกครองและความเป็นคนได้แสบจริงๆ ซึ่งเราเรียกเรื่องราวเหล่านี้ว่า “ตลกร้าย”  ,pos
3004,ไม่ได้ดูอะไรที่มัน relate กับชีวิตมานานแล้ว ชอบอะ ชอบแบบชอบมาก 555 ,pos
3348,โดนตกจากเรื่องนี้เลย😍   ,neu
2426,""" ถ้าลูกหลานตัวเองสำคัญ ก็ควรรู้สิว่าลูกคนอื่นก็สำคัญ ว่าไหม .. ส่งคนบริสุทธิ์เข้าไปอยู่ในคุกแบบนั้นแล้วเนีย ยังกินอิ่มนอนหลับได้อยู่เหรอ ""  //คุณทนายพูดถูก   ",neu
2145,ผนงรจตกม นักการเมืองโง่ คนรอบข้างงี่เง่า นักธุรกิจหน้าเงิน นักข่าวที่ขายแต่ข่าวไร้สาระและชาวบ้านที่เสพแต่ข่าวไร้สาระ ทั้งหมดนี้รวมอยู่ในหนังเรื่องนี้แล้ว ,neu
1755,CGปังงงงงงงงมากกกกกกก ,pos
3258,อยากคุยกับเค้าตั้งมากมายแต่ใจก็ไม่กล้าพอทักไปได้แต่เอาเรื่องงานมาอ้างเพื่อที่จะได้คุยกับเธอสงสารเค้านะ.... ,neu
168,ดู  แล้วอยากให้คนรู้ว่ามีหนังและสารคดีไทยที่ดีมากๆเยอะมาก ,pos
3367,อยากปาบทพี่นายใส่นายอุง😡   ,neu
848,ส้มป่อยสนุกดี เกินคาด ขำด้วยแต่ ตอนหลังไม่ค่อยอินเท่าไหร่เพราะรู้สึกว่านางเอกผิดเองทำไมผชต้องตามง้อขนาดนั้นด้วย ถ้าจะบอกว่าพระเอกไม่ชัดเจน นางเอกก็ไม่ชัดเจนเหมือนกัน😤  ,pos
1733,ออมอออ น้องที่เล่นเป็นลูน่า073โคตรน่ารัก อีเกาหลีมันไปหาเด็กแบบนี้มาจากไหน น้องตาสวยมาก แล้วเล่นดีมากเลยโฮรรร  ,pos
2466,ผิดตั้งแต่ขโมยรถพ่อออกมาขับไปตี้กับเพื่อนละ รับคนขึ้นรถแล้วหลงญอีก เสพยา ทำลายหลักฐาน พกอาวุธ ขับรถหนี ถามอะไรก็อ้ำๆอึ้งๆ คิมซูฮยอนก็แสดงดีเกิ๊น ดูแล้วไม่อยากเอาใจช่วยเลย รำคาญ สรุปคือคนดูอินจัด 😅,pos
1286,อยากดู ภาคต่อ  ,pos
1887,กัปตัน ฮัน ยุน แจ อิมนิดา  !!!!!!!!!   ,neu
3318,Epilogueวันนี้ คสพอุงอุงนี่นะะะ แงงงงงงงงงงง้ 🥺🥺🥺 ,neu
1531,ม่วนๆ ,pos
223,ติด Top 10 คอนเทนต์ดังระดับโลก ออนแอร์ในและต่างประเทศ ผ่าน tvN และ Netflix ไม่ได้มีชื่อเสียงเพียงในเกาหลีเท่านั้น แต่ยังได้รับความนิยมอย่างล้มหลามจากทั่วโลกตามข้อมูล FlixPatrol เว็บไซต์ที่จัดอันดับคอนเทนต์ออนไลน์ทั่วโลก แคชช่าขึ้นมาอยู่อันดับ 9   ,pos
347,อ่ะคืนนี้  น้องจิ๊บ จะพาพี่ปั้นไปอยู่ด้วยแล้ว😲ทำงัยดี หล่ะตรีกาล 33ep10   3กด33  👻👻❤️ ,neu
397,เสียดายเหมือนกันเพราะ ตลค อื่นก็น่าสนใจ  ,neg
3096,เพลงก็บิวท์จัด บทก็บิ้วท์เอาไรมาไม่ร้อง ,pos
905, แอบเชียร์พี่แวนนะว่าไป 55555 เราคิดว่า ถ้าแซ้บรัก ส้มป่อยจริง แซ้บต้องปล่อยให้คนที่เรารักไปอยู่อย่างสุขสบายอ่ะ เรื่องนี้ อาจจะขัดใจเรานิดหน่อย 4/10 ทุกอย่างถือว่าดีเลย,neg
2185," มีสปอยล์⚠️...และที่ประทับใจสุดๆคือตอนจบคือรู้สึกว่าบทเขียนโคตรให้ความหวังแต่มันเรียลมากเพราะมันได้แค่หวังไงเลยเรียล แค่หวังว่าอีพวกนกม.เลวๆจะได้รับกรรมบ้าง สรุปชอบนะเรื่องนี้ชอบมากๆ,นี่ดูพากย์ไทย เสียงดีมาก พากย์ได้อารมณ์ตลค.มากๆ",pos
3252,ทาสโฆษณา อยากกินไก่ทอดกับเบียร์เลย คำเตือน: อย่าดูซีรียส์ตอนดึก 😆   ,neu
381,ดู  จบละ ไม่ได้ว้าวขนาดนั้น ดำเนินเรื่องแบบเรื่อยๆเนือยๆ แอบง่วงช่วงอีพีแรกๆ มาลุ้นเอาอีพีท้ายๆละ,neg
3317,แล้วคนขี้ชิปอย่างชั้นไปเจออะไรแบบนี้อะ ใครไหวไปเลยค่ะ ทางนี่ยิ้มแก้มแตกอยู่ไม่ไหวจะไป คบกันจริงเมื่อไหร่จะแจก500เลยค่ะ    ,pos
1438, แต่อีพีแรกก็หายใจไม่ออกแล้ว โลเคชั่นมีไม่กี่ทีแต่เล่นกันฝีมือแน่นชะมัด เล่นให้เด็กมันดูไม่เกินจริงเลยจ่ะ ,neg
2586,เบอร์ 1 ค่าตัวเเพงที่สุดในนักเเสดงเกาหลี และใช่ค่ะ จะเเพงขึ้นอีก เเพงขึ้นเรื่อยๆ สูตรเเอคติ้งที่ฆ่าคนดูทุกด้านอารมณ์   ,neu
29,9/10 รีวิว  ซีรี่ส์แนว Survival Game ความเป็นซีรีส์ญี่ปุ่นอะเนอะ ความโหดความใดๆก็คือดี แต่ยังไปสุดได้อีก ชอบความครีเอทของเกมและความซับซ้อนของการหาทางรอด สำหรับใครชอบแนวความรุนแรงความลุ้นระทึกน่าจะชอบมาก ส่วนตัวขอหักความลำใยในด่านบีชออก 1 คะเเนน ที่เหลือปัง ,pos
1353,สนุกเฉยยย ,pos
2765,เออแพง55,neg
3058,บทดีจัง ดีมาก  ,pos
1838, รับชมได้แล้วนะคะ ทาง Netflix &gt;&gt;&gt;&gt; ,neu
2589,ไม่รู้ว่าหนังต้องการสื่ออะไรเลย,neg
736,คิดถึงรอยยิ้มแบบนี้จัง ㅠㅠ ,neu
2334,คลิปดัง มาแรง    ,neu
2135,  หนังใหม่ใน Netflix เมื่อนักดาราศาสตร์ค้นพบดาวหางที่กำลังจะพุ่งชนโลก!!! ดูจบแล้วได้ข้อคิดอะไรหลายอย่างเลย netflix   ,pos
2247,"ไปขายเรื่อง​  กับเพื่อนมา​ เพื่อถามว่า​ ""ดาวตกเหมือนใน​ your name หรอ"" 55555555555555555555555555555555555555555555555555555555555555555555555555555",neu
1593,กงยูหล่อ10/10 ไม่หัก  ,pos
577,  อะไรมันจะตรงกับสถานการณ์บ้านเมืองในไทยมากขนาดนี้วะ ผู้นำประเทศเอาความเป็นความตายมาเล่นกับผลประโยชน์ของตัวเอง ไม่เชื่อนักวิทยาศาสตร์ โคตรไทย,neu
2860,วันนี้เจอหนุ่มเหนืออ้ายแซ้ปได้ที่NETFLIX     ,neu
1698, (2021) เนื้อเรื่องผิดคาดมาก ตอนแรกคิดว่าน่าจะได้ดูซีรีส์วิทยาศาสตร์แนวเอาตัวรอดเพียวๆ แต่คือมีทั้งทริลเลอร์กับสืบสวนเล็กๆ ละต่อให้ใครจะตายน้ำจะหมดโลกยังไง รัฐบาลก็แคร์แค่ความมั่นคงของตัวเองเป็นหลักอยู่ดี รวมๆแล้วชอบอยู่นะ มันหยุดดูไม่ได้อะ แปดตอนรวดเลอ ,pos
2993,คาดหวังไว้เยอะมากแต่แอบผิดหวัง เนื้อเรื่องแอบไม่ค่อยสมเหตุสมผล บางอย่างก็ดูบ้งไม่เหมาะกับยุคเท่าไหร่ ถ้าดูแบบไม่คิดไรก็โอเคอยู่ ดูเอาฮา เพราะตลกจริง ชอบความไม่ค่อยปรุงแต่งความเป็นเหนือตั่งต่าง 6/10,neg
227,มีแต่คำว่าน่ารักเอ่อล้นเต็มไปหมดเลย🥺💖  ,pos
1574,สถานีร้างบนดวงจันทร์ กับภารกิจเสี่ยงเป็นเสี่ยงตายโปสเตอร์ใหม่จากซีรีส์  นำทีมภารกิจโดย กงยู และ แบดูนา 24 ธันวาคมนี้ที่ Netflix ูIT  ,pos
1904,🌘สปอยสำหรับคนดูแล้ว🌒 ชอบฉากนี้มากกกก สะท้อนอะไรหลายๆอย่างเลย บางครั้งการทดลองเราคำนึงถึงส่วนร่วม ผลประโยชน์ของชาติ แต่หลงลืมสิ่งเล็กๆน้อยๆไป   ,pos
1181, กี่ตอนจบ!! เรื่องนี้,pos
883,สงสารพระรองอะ ไม่ตลกเลยโดนเล่นกับความรู้สึกมากๆ,neu
1930,👍🏻 สะท้อนสังคมได้ดี ทุกๆมุม ปัจจุบัน 9/10    ,pos
315,ซื้อ Ost. แค่เก็บโพลารอยด์ก็คุ้มแล้ว 23 ใบ จุกๆไปเลย 😍 ยังรับพรีอยู่นะคะ สั่งซื้อทางฟอร์มในทวิตด้านล่างได้เลย ปล. Printing Polaroid ไม่ใช่ลายเซ็นสดน้า   ,neu
1174,คงเข้าไม่แก่นเรื่องจริงๆ  งงๆกับเรื่องเนื้อหน่อยๆ ,neg
1620,วันนี้หน้าสัมผัสน้ำจริงๆ หลังจากไม่ได้โดนน้ำมาเจ็ดวัน แต่ดีใจไม่มากเท่าไหร่เพราะแม่งดู  กูแพนิคน้ำอยู่นะ,pos
3250,ตัวอย่างอีพีที่11ก็คือฟว้ากกกกกกกกกกกใจกุจะขาดฮื่อออออแกจริงหรอมันแบบจริงหรอ,pos
3206,นี่กลัวอุงจะเสียจีอุงไปอะ 😭😭😭😭 ,neu
406,ดูทะเลสงัด เห็นหน้านางเอกแล้วคิดถึง the kingdom ถ้าเฉลยแล้วเป็นหนังผีอวกาศนี่กูตบเลยนะ   ,neu
2438,       อยากให้มีภาคต่อ  ,pos
2821,ดู  แล้วแบบ พี่น้ำตาลน่ารักมากก ก ล้านตัว สวยไปหมดด เล่นแบบสุดมากกก ปรบมือให้พี่เค้าเลย💘☺️☺️,pos
655,"ซับยังเบา แต่ภาคไทยคือเปลี่ยนคำว่าโกหกเป็น ""ตอแหลชิบหาย""  ",neu
722,ดูจบไป 2 ภาค แล้วก้อนึกในใจเอาเองว่าคงจะสร้างสัก 5 ภาคแหละมั้ง ภาค2 นี่ก้อลงทุนไปเยอะ จากนี้ไปถ้าลงทุนประมาณเดิมแล้วไม่ค่อยเปรี้ยงมันจะเสี่ยงไม่ใช่น้อยนะ ปรากฎทีมสร้างให้สัมภาษณ์ว่าคงจะทำ”อย่างน้อย” 8 ภาค! ถถถถ ใจถึงมากแม่! เอาไงเอากัน! 😂    ,neu
506, มีจุดไม่สมเหตุสมผลอยู่เยอะ,neg
285,ตอน 10-12 นี่คือแบบโอ้ยยยยย เขินตาแตก เป็นซีนแฟนเซอวิสชัดๆ 5555555555555 ,pos
348,เจ๊ ใจดีสู้ผี ไปสู่ที่ชอบที่ชอบเถิดนะเจ๊นะ 3 3EP9  3กด33ทุกวันจันทร์-อังคาร 20.30น. ,neu
1496,ดีงาม นสด ระดับแม่เหล็ก แค่ CG ก็จุกๆ อิ่มๆแล้ว ระทึกทุกตอน  ,neg
2465,คาดหวังเยอะไปใช่ไหม คือชั้นอยากรู้ว่าหมอเข้าไปฆ่าเจ้แกได้ยังไงอะ 🥲 ,neg
974,แค่เข้าใจตัวเองได้ ก็ยากพอแล้วไม่ต้องให้คนอื่นมาพยายามเข้าใจเราหรอก  ,neu
1512,10/10 เลยสนุกม๊วกกกกกกก ,pos
3275,เมื่อไหร่จะวันจันทร์  ,neu
3322, มีตัวละครหนึ่งที่เป็นไอดอลชื่อดัง โดนเฟคนิวส์โดนด่าnon pcสารพัด อิหยังวะมาก ก็รู้ว่าไอดอลมีคนรักคนเกลียดเป็นธรรมดาแต่พวกที่ด่านางสมองขี้เกินไปรึป่าว โซเชียลไล่เป็นขี้เลยจ้า ไม่มีคนเห็นต่างเลยหรอ? โอ้ยเอือมระอา ยิ่งในชีวิตจริงมีไอดอลโดนเฟคนิวส์จนเสียอนาคตจริงๆอีก,neu
2720,ตั้ง700,neg
2201,แต่  ทิโมธีหล่อมากกกกกกกก ชอบลุคนี้มาก,pos
2663,Rip,neg
1998,ปีเตอร์ เจียรถนน  ,neu
